Seq	Domain	Phylum	Class	Order	Family	Genus
Seq_0008595	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Seq_0000170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003786	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000304	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000039	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0001423	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0001225	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002580	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001032	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0003904	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0007753	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000215	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002909	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000951	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
Seq_0008627	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis
Seq_0000294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002650	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0003192	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001419	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0001543	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000010	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0003699	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003697	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0003475	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004280	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Seq_0003211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0000902	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000793	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000827	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001922	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus
Seq_0001422	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000761	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0002257	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0004836	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002036	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
Seq_0000920	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000655	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified
Seq_0000811	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0000207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0006702	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	unclassified
Seq_0003093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum
Seq_0000008	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0009327	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006731	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_0007000	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidocella
Seq_0001288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001081	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000494	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001000	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0000925	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000268	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001257	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002106	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000908	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0004841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000512	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0004470	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002010	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0008903	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0007500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0006633	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000735	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0006576	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Seq_0000810	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0008625	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
Seq_0000094	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004459	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000688	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0003958	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000138	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000016	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0003121	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000480	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0005182	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Seq_0000759	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000765	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0004362	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002219	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000946	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
Seq_0000940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003011	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Seq_0000180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000036	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002838	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0000146	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Seq_0004062	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Seq_0001244	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001954	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003656	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002904	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0001967	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Seq_0002133	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Seq_0007043	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0005594	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001516	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002433	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0006429	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002505	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001848	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0000343	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002686	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0001531	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0004605	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
Seq_0004877	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0001537	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0007026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000755	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0003118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Seq_0003911	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
Seq_0001307	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001264	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000915	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000705	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0004089	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified
Seq_0000965	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000964	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0006007	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005081	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005158	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0000787	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000149	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000458	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004087	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000972	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger
Seq_0001493	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001410	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001489	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001578	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002105	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0008565	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
Seq_0002981	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002915	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0008827	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0008064	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0003624	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002553	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0002223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002688	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002689	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001005	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001871	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000833	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001227	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Seq_0001186	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Seq_0002216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Seq_0006629	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0002306	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0004181	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0006336	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
Seq_0003969	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004196	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005102	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005078	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Seq_0003275	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001742	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001693	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000392	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0006626	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Seq_0002756	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0009335	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Seq_0003663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004279	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Seq_0007533	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0004134	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004162	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002211	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0005403	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0000093	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000193	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0000049	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002063	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0007940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0009059	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006889	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0000489	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0000800	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0000542	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0001663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001844	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Seq_0002880	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0002741	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002227	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0001129	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0001185	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0000913	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002564	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0002636	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0006788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005104	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0005174	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002982	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0007404	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0003561	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Seq_0005312	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodocista
Seq_0005584	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0004336	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto
Seq_0004384	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_0004078	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_0006000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0005717	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0004642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0005245	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0003870	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002342	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
Seq_0001703	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0001442	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001662	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000758	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000742	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001661	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0004728	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Seq_0005344	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Seq_0001302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0002701	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002375	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0001237	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0001857	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0002683	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0007285	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0003664	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0006341	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Seq_0006594	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Seq_0000678	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Seq_0000537	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0000121	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000060	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0003226	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Seq_0003287	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0006409	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0006325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Seq_0005927	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0002247	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified
Seq_0000388	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
Seq_0006620	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
Seq_0000473	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000577	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
Seq_0000663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Seq_0001482	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Seq_0001552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0004239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa
Seq_0004309	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0006348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Seq_0006215	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Seq_0004374	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Seq_0007855	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0003747	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
Seq_0005776	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
